customer_id,age,gender,annual_income,total_spend,num_orders,avg_order_value,days_since_last_order,website_visits,pages_per_visit,session_duration_min,discount_pct_used,customer_satisfaction,is_returning_customer,region,revenue_per_visit,spend_per_order,engagement_score,spending_tier,recency_score
2442,70.0,Male,20888.8,442.58,9,179.62,4.0,21,2.03,27.029976776044148,23.65,5,1,East,21.08,49.18,0.5405,High,0.5581
2443,65.0,Male,59025.83,15.92,14,60.7,319.0,29,2.94,17.69,14.18,4,1,Central,0.55,1.14,0.5319,Low,0.1733
2444,22.0,Male,31559.18,56.42,9,119.13,272.0,24,6.76,8.61,8.68,3,1,South,2.35,6.27,0.479,Low,0.1782
2445,58.0,Male,84503.61,399.25,5,45.44,125.99253096701301,18,6.22,4.13,5.97,5,1,East,22.18,79.85,0.3616,High,0.2061
2446,43.0,Female,21123.62,447.52,6,118.51,312.0,27,5.01,8.618371067518824,18.09,1,1,Central,16.57,74.59,0.4636,High,0.1739
2447,35.89307223970636,Male,79292.85,14.71,5,72.27,47.0,27,3.07,18.24,14.58,5,1,Central,0.54,2.94,0.523,Low,0.2569
2448,19.0,Male,73901.69,425.93,4,126.65,238.0,21,7.4,9.96,19.67,4,1,North,20.28,106.48,0.4824,High,0.1825
2449,67.0,Male,52000.47,911.63,5,126.46,343.0,33,8.73,8.5,17.69,3,0,North,27.63,182.33,0.6078,Premium,0.1711
2450,23.0,Other,17157.9,640.64,6,118.89,297.0,28,4.7480543674279465,25.94,8.33,3,1,East,22.88,106.77,0.6585,High,0.1754
2451,26.0,Male,20709.51,70.31,11,100.91,309.0,27,4.14,10.27343626562627,22.32,4,1,East,2.6,6.39,0.4607,Low,0.1742
2452,50.0,Male,55269.01,448.83,6,77.1,143.0,26,8.24,9.36,3.57,2,1,East,17.26,74.8,0.5417,High,0.2009
2453,58.0,Female,43634.53,557.76,5,111.06,84.0,25,5.8,14.07,17.24,2,1,East,22.31,111.55,0.5252,High,0.2245
2454,42.0,Other,70520.95,18.97,9,168.67,203.0,24,8.43,14.21,20.87,4,0,North,0.79,2.11,0.582,Low,0.1879
2455,65.0,Male,47376.99,966.71,6,57.4,288.0,19,4.86,19.86,9.49,1,1,Central,50.88,161.12,0.512,Premium,0.1764
2456,30.0,Female,45361.08,349.05233472136626,9,63.62,167.0,22,9.21,0.74,23.39,5,0,West,15.87,38.78,0.4334,Medium,0.1949
2457,26.0,Female,14571.77,676.2436324806205,15,47.487634591346875,164.0,27,4.69,3.73,10.14,4,0,East,25.05,45.08,0.4015,High,0.1956
2458,70.0,Female,73955.3,870.43,8,43.29,74.0,29,4.31,20.26,13.1,5,1,South,30.01,108.8,0.5939,Premium,0.2309
2459,30.0,Male,35433.99,683.18,5,122.82,27.0,20,6.99,4.5,10.78,5,0,East,34.16,136.64,0.4027,High,0.297
2460,32.97210166979404,Female,40170.86,501.79,7,65.41,106.0,23,5.37,24.38,20.44,2,0,Central,21.82,71.68,0.611,High,0.2136
2461,58.0,Male,28713.15,567.58,10,132.16,157.0,24,6.2,15.51,5.33,3,1,East,23.65,56.76,0.5419,High,0.1973
2462,28.0,Female,22692.61,820.97,9,73.07,333.0,21,6.243869141499038,13.17,15.99,3,1,Central,39.09,91.22,0.4897,Premium,0.172
2463,21.0,Female,102341.33,543.09,10,74.77,114.0,26,3.7,4.02,9.99,4,1,South,20.89,54.31,0.3714,High,0.2104
2464,51.0,Male,72965.63,198.55,7,74.23868032722713,340.0,22,4.81,11.71,21.74,4,1,West,9.02,28.36,0.4476,Medium,0.1714
2465,55.0,Female,73570.38,235.77,9,61.34,223.0,25,6.15,10.33,14.62,4,0,Central,9.43,26.2,0.4923,Medium,0.1846
2466,63.0,Male,43991.19,1136.79,8,122.97496988861336,90.0,34,4.531867017017067,27.029976776044148,19.67,3,0,Central,33.44,142.1,0.7199,Premium,0.2212
2467,21.0,Female,20558.69,536.9617645699074,10,206.75375,252.0,34,7.42,8.461888001779982,18.06,5,0,East,15.79,53.7,0.5844,High,0.1806
2468,55.0,Male,116365.93947407472,600.02,14,82.55,353.0,38,4.035705545210262,15.51,17.49,1,1,Central,15.79,42.86,0.6163,High,0.1703
2469,36.0,Male,60545.22,1492.21,4,74.64,263.0,21,8.57,5.0,21.46,1,1,Central,71.06,373.05,0.4559,Premium,0.1792
2470,23.0,Male,52490.87,612.48,9,95.38,42.0,26,3.61,5.33,7.16,5,1,Central,23.56,68.05,0.3838,High,0.2643
2471,51.0,Female,40963.37,1492.21,11,49.82,288.0,28,6.12,8.02,16.09,3,1,South,53.29,135.66,0.4932,Premium,0.1764
2472,35.0,Male,17636.43,581.65,10,47.7,136.22224978606516,27,6.33,6.97,8.25,4,1,South,21.54,58.16,0.4776,High,0.2029
2473,30.0,Male,48840.6315284299,17.48,7,144.68,313.0,29,5.99,17.82,15.8,3,1,Central,0.6,2.5,0.6079,Low,0.1738
2474,58.0,Male,28887.04,391.25976673556136,6,66.49589276678172,20.0,16,5.41,16.96,17.26,4,0,West,24.45,65.21,0.466,High,0.3235
2475,40.0,Female,52625.19207942994,167.48,7,64.51367144876207,306.0,23,7.02,6.76,4.02,5,1,North,7.28,23.93,0.4558,Medium,0.1745
2476,36.0,Female,72071.72,295.35,9,80.22304919507864,15.0,22,3.28,2.81,6.08,3,1,South,13.42,32.82,0.3114,Medium,0.353
2477,62.0,Male,57935.11,187.05,8,73.18,323.0,17,6.01,27.029976776044148,12.45,4,1,Central,11.0,23.38,0.6015,Medium,0.1729
2478,28.0,Male,62006.02,156.37,12,55.6424779180408,344.0,29,5.752642214526725,5.13,11.01,5,1,North,5.39,13.03,0.4612,Low,0.171
2479,18.0,Male,96091.86,282.29,9,92.44,68.0,29,4.46,9.98,2.85,5,0,North,9.73,31.37,0.4834,Medium,0.2354
2480,41.0,Male,32984.48,238.01,7,66.81,146.0,25,5.98,11.98,7.77,3,1,East,9.52,34.0,0.5064,Medium,0.2001
2481,71.0,Male,53223.29,501.66,6,194.37,106.0,23,7.21,14.91,6.74,4,1,West,21.81,83.61,0.5509,High,0.2136
2482,24.0,Female,43802.55,838.73,9,65.72,166.0,26,3.03,10.739738001827625,4.1,3,0,East,32.26,93.19,0.4296,Premium,0.1952
2483,42.0,Male,19539.97,176.26,9,114.59,325.0,25,8.47,7.56,1.39,4,0,Central,7.05,19.58,0.5183,Medium,0.1727
2484,38.0,Male,56566.19,120.22,8,47.71,29.0,21,3.9964077445995194,23.99,13.57,2,0,North,5.72,15.03,0.5549,Low,0.2912
2485,32.0,Male,91640.2,549.65,4,110.67,27.0,22,5.58,6.663482860216424,15.07,5,1,North,24.98,137.41,0.4104,High,0.297
2486,18.0,Other,97554.56,554.82,4,49.950700892048545,268.0,24,3.58,4.03,3.38,3,0,North,23.12,138.71,0.3504,High,0.1786
2487,29.0,Female,116365.93947407472,1156.98,6,148.41,238.0,33,8.25,22.55,18.22,5,1,East,35.06,192.83,0.752,Premium,0.1825
2488,24.0,Female,20193.99,8.04,8,89.7,66.0,32,5.230431111626335,12.48,16.47,4,1,South,0.25,1.0,0.5573,Low,0.237
2489,32.0,Male,110670.64,958.8,3,49.05,63.0,31,6.33,12.99,4.09,3,1,West,30.93,319.6,0.5808,Premium,0.2396
2490,38.0,Male,53767.25,368.03,5,63.84,57.0,26,4.28,4.03,22.81,4,1,North,14.16,73.61,0.3857,Medium,0.2452
2491,36.0,Male,109128.49,485.51,8,202.24,323.0,31,4.38707030406584,8.98,11.97,2,1,West,15.66,60.69,0.4887,High,0.1729
2492,46.0,Male,40239.68,47.91,6,76.37,265.0,32,4.37,3.54,15.27,5,1,North,1.5,7.98,0.437,Low,0.179
2493,42.0,Female,37594.0,283.36,7,19.52,325.0,18,7.69,8.39,3.22,5,1,East,15.74,40.48,0.4448,Medium,0.1727
2494,50.0,Female,26698.53,128.93,6,81.65,256.0,34,7.73,6.87,17.89,5,0,Central,3.79,21.49,0.5743,Low,0.1801
2495,42.978605983364496,Female,72257.31,146.67,8,73.58,0.0,31,5.22,6.19,6.82,4,0,South,4.73,18.33,0.4781,Low,1.4427
2496,49.0,Female,63401.2,350.69,8,54.94,208.74889778484626,31,4.45,7.38,15.53,3,0,Central,11.31,43.84,0.4725,Medium,0.1869
2497,66.0,Male,28043.03,404.47157804307386,10,76.71,215.0,24,6.92,15.01,28.78,5,1,East,16.85,40.45,0.554,High,0.1859
2498,47.45274122394746,Female,16612.85,680.86,9,135.2,3.0,34,6.67,11.153318154132325,14.5,4,1,North,20.03,75.65,0.596,High,0.6213
2499,61.0,Male,60332.28,447.02,16,85.27,185.8142118639123,25,5.195299168533048,4.32,3.58,5,1,West,17.88,27.94,0.4022,High,0.191
2500,55.0,Male,63868.73,387.63,10,49.53,198.0,28,4.98,9.3,9.36,3,0,East,13.84,38.76,0.4795,High,0.1887
2501,43.0,Female,29927.24,278.7,6,64.26,24.0,23,9.45,6.3,1.86,4,0,Central,12.12,46.45,0.5101,Medium,0.3069
2502,28.0,Male,27067.41,1492.21,8,121.62,266.0,20,5.49,17.3,2.97,4,0,Central,74.61,186.53,0.5081,Premium,0.1789
2503,52.0,Male,68045.65,410.71,5,104.97,198.0,33,5.92,11.79740750151651,8.56,2,0,Central,12.45,82.14,0.5757,High,0.1887
2504,44.35673196307007,Male,116365.93947407472,146.49,9,94.51,266.82075474508144,33,6.48,15.23,13.07,5,1,North,4.44,16.28,0.6275,Low,0.1788
2505,63.0,Female,38273.19,130.74,10,120.25,38.0,21,4.49,4.47,26.05,4,1,Central,6.23,13.07,0.3503,Low,0.2711
2506,31.0,Female,31576.88,472.54,11,64.79,130.0,31,6.88,7.6,10.31,5,1,Central,15.24,42.96,0.5344,High,0.2048
2507,27.0,Male,49999.22909442122,369.94,7,155.57,198.0,23,6.18,11.57,34.37,5,0,North,16.08,52.85,0.4886,Medium,0.1887
2508,19.0,Female,67347.87,3.86,4,184.28,2.0,18,7.53,15.8,13.33,4,1,North,0.21,0.96,0.5231,Low,0.7213
2509,63.0,Male,40857.88,886.17,5,88.1,2.0,28,2.47,11.44,8.67,3,1,East,31.65,177.23,0.4419,Premium,0.7213
2510,26.0,Male,116365.93947407472,608.9,6,175.55,326.0,27,6.14,2.42,12.33,4,1,North,22.55,101.48,0.4224,High,0.1726
2511,20.0,Female,76944.72,542.1,14,119.81,22.0,23,5.88,18.84,17.85,5,1,West,23.57,38.72,0.562,High,0.3147
2512,38.0,Female,40512.45,35.63,10,71.55,214.0,26,2.95,15.59,13.03,2,0,West,1.37,3.56,0.4815,Low,0.186
2513,43.0,Other,22109.41,224.75,8,77.32247453488644,41.0,30,5.02,9.28,10.94,5,1,South,7.49,28.09,0.4985,Medium,0.2659
2514,25.0,Male,94817.65,1369.63,9,98.66,132.0,29,6.21,24.31,1.75,3,0,North,47.23,152.18,0.6853,Premium,0.2042
2515,65.0,Female,88962.09,992.39,7,63.17,40.0,24,5.59,12.55,4.08,3,1,Central,41.35,141.77,0.4941,Premium,0.2675
2516,19.0,Female,47267.19745135225,580.8034181886584,14,122.53,61.0,19,5.46,10.43,18.95,3,0,South,30.57,41.49,0.422,High,0.2414
2517,23.0,Female,58412.65,85.43,9,69.5,338.0,37,5.47,7.92,10.95,5,1,West,2.31,9.49,0.558,Low,0.1716
2518,45.0,Male,45468.05,298.09,5,74.84,27.0,33,4.66,5.49,13.59,4,0,East,9.03,59.62,0.4749,Medium,0.297
2519,70.0,Female,63595.59,219.9,9,128.38,336.0,28,9.11,14.73,17.94,5,1,East,7.85,24.43,0.6408,Medium,0.1717
2520,46.0,Female,29364.02,573.21,6,78.19,8.0,33,6.09,6.743209322559219,7.9,2,0,South,17.37,95.54,0.5237,High,0.4343
2521,43.0,Male,27343.67,1492.21,8,35.75,144.0,26,6.06,7.58,16.27,5,1,Central,57.39,186.53,0.4687,Premium,0.2007
2522,33.42691038561396,Male,73528.76,225.49,9,81.48227202882535,64.0,29,3.11,6.07,15.85,3,1,North,7.78,25.05,0.407,Medium,0.2387
2523,29.0,Male,78339.52,305.5873678921936,9,184.65,237.06793503404666,32,4.098095516504286,7.25,15.69,1,0,East,9.55,33.95,0.4716,Medium,0.1826
2524,22.0,Female,38353.61,1139.5,6,67.58,231.0,24,4.55,7.3,14.3,3,1,Central,47.48,189.92,0.4104,Premium,0.1835
2525,51.0,Female,33706.28,191.22133594030498,5,80.67,270.0,32,5.44,13.32,10.71,3,1,North,5.98,38.24,0.5718,Medium,0.1784
2526,65.0,Female,87010.43,1492.21,20,110.63,110.0,28,4.92,4.17,17.9,4,0,South,53.29,74.61,0.4211,Premium,0.2119
2527,54.0,Female,34281.76,546.19,4,73.17895791104218,261.0,25,4.39,13.84,24.68,4,1,North,21.85,136.55,0.4882,High,0.1795
2528,32.0,Female,50397.94,1420.98,6,19.75,246.0,32,5.09,4.87,7.18,3,0,West,44.41,236.83,0.4694,Premium,0.1814
2529,61.0,Male,47301.27,111.36,8,148.51,113.0,16,3.55,18.73,4.19,3,1,Central,6.96,13.92,0.4401,Low,0.2108
2530,53.0,Male,23542.13,20.78,3,113.77305996712481,240.4342701670791,20,6.57,17.17,3.33,3,1,East,1.04,6.93,0.533,Low,0.1821
2531,32.0,Female,53963.17,334.92,6,109.46,221.0,27,6.95,1.09,21.28,5,0,Central,12.4,55.82,0.4275,Medium,0.1849
2532,60.0,Male,49320.43464132734,299.49,8,87.8,210.0,25,6.4,7.51,12.59,3,1,Central,11.98,37.44,0.4671,Medium,0.1867
2533,65.0,Male,58694.17,201.35,8,77.97,57.0,20,7.04,24.45,7.58,4,1,East,10.07,25.17,0.6253,Medium,0.2452
2534,40.0,Female,56512.44053352569,1492.21,5,87.53,347.0,26,6.91,15.99,12.28,3,1,South,57.39,298.44,0.5828,Premium,0.1708
2535,23.0,Male,116365.93947407472,864.63,9,46.95752538901889,22.0,25,6.786543914109476,8.1,11.79,5,1,South,34.59,96.07,0.4831,Premium,0.3147
2536,63.0,Male,67962.20861807589,541.74,5,58.3,26.0,32,8.19,7.83,10.32,4,0,North,16.93,108.35,0.5781,High,0.3001
2537,67.0,Male,49981.31,88.88,8,155.5,332.0,25,7.06,9.219989473645164,19.41,4,1,Central,3.56,11.11,0.5022,Low,0.1721
2538,61.0,Male,52319.24,662.74,4,78.84,74.0,18,2.06,5.68,26.8,1,1,South,36.82,165.68,0.277,High,0.2309
2539,60.0,Female,51910.30914058779,649.16,9,91.96027213607215,14.0,36,4.13,11.49,4.73,4,1,South,18.03,72.13,0.5558,High,0.3607
2540,62.0,Female,75474.03,473.56232092542524,8,51.38,280.0,17,3.28,6.97,23.06,3,0,West,27.86,59.2,0.3121,High,0.1772
2541,38.0,Female,26515.87,1293.71,9,157.51,30.0,32,6.28,7.09,14.06,4,1,North,40.43,143.75,0.5231,Premium,0.2885
2542,40.0,Male,44332.57564280689,91.35,8,91.98,266.0,22,4.54,8.95,10.19,4,0,Central,4.15,11.42,0.4103,Low,0.1789
2543,60.0,Female,91253.86,155.54,9,193.2,323.0,23,5.54,16.92,23.14,3,0,Central,6.76,17.28,0.5323,Low,0.1729
2544,33.0,Female,110068.54,32.66,9,57.05,279.0,24,8.62,13.517732528526842,3.12,3,1,East,1.36,3.63,0.579,Low,0.1774
2545,64.0,Female,40104.91,793.47,14,146.4,208.60352928512134,27,8.1,13.22,3.08,2,1,East,29.39,56.68,0.5902,Premium,0.1869
2546,70.0,Male,38668.27,486.11,11,111.39,23.0,19,3.78,12.81,8.2,2,1,North,25.58,44.19,0.4073,High,0.3107
2547,32.0,Female,30610.32,189.12,10,119.06,342.0,26,6.32,4.59,32.3,2,0,West,7.27,18.91,0.4418,Medium,0.1712
2548,42.0,Female,57185.96,89.45,7,91.7,68.0,12,8.79,11.15,10.53,4,1,West,7.45,12.78,0.4478,Low,0.2354
2549,53.0,Female,70716.47,20.49,11,95.27,110.0,18,5.086470639272461,27.029976776044148,5.46,3,0,South,1.14,1.86,0.588,Low,0.2119
2550,28.0,Female,37923.85,91.21,8,78.05,153.0,22,7.24,14.48,17.85,5,1,South,4.15,11.4,0.5377,Low,0.1983
2551,68.0,Male,45665.23,301.91,8,27.99,93.0,25,5.2,9.084668696253502,32.76,5,1,Central,12.08,37.74,0.4552,Medium,0.2196
2552,32.0,Female,17555.83,141.96,8,93.42,297.0,16,3.81,8.0,10.75,3,0,Central,8.87,17.74,0.3274,Low,0.1754
2553,21.0,Male,104268.49,149.87,6,128.73,101.0,34,8.23,15.13,10.34,4,1,West,4.41,24.98,0.6782,Low,0.2158
2554,38.0,Female,22415.59,1042.03,11,170.09,111.0,22,4.73,11.773777675322732,11.9,5,1,North,47.36,94.73,0.4463,Premium,0.2115
2555,30.0,Male,59123.86,361.95,6,79.16,47.0,19,5.23,14.247881842452644,18.52,2,0,West,19.05,60.32,0.4587,Medium,0.2569
2556,39.0,Male,55222.59,653.28,8,35.38,249.0,20,4.86,23.51,3.24,3,0,South,32.66,81.66,0.5616,High,0.181
2557,38.651881953140254,Male,50156.53,18.18,9,29.97,306.0,34,7.4,6.19,12.12,3,0,Central,0.53,2.02,0.5587,Low,0.1745
2558,51.0,Female,50736.38,227.19,6,88.69,115.0,25,7.27,18.8513466169877,9.68,4,1,West,9.09,37.86,0.6143,Medium,0.21
2559,39.618939604259666,Male,29557.99,326.17,6,76.03,85.0,33,4.16,5.42,9.42,2,1,West,9.88,54.36,0.4619,Medium,0.2239
2560,21.0,Female,41604.66,103.15,10,36.05,27.0,22,5.71,5.82,14.07,4,0,North,4.69,10.32,0.4042,Low,0.297
2561,65.0,Female,79576.6,64.03,11,172.17,29.0,17,6.16,12.41,18.77,3,0,Central,3.77,5.82,0.4429,Low,0.2912
2562,70.0,Male,92279.54,1021.28,9,104.47,1.0,16,7.26,11.24,5.37,5,1,South,63.83,113.48,0.4477,Premium,0.9102
2563,69.0,Male,39717.59,1401.99,10,64.61,291.0,32,4.41,19.48,18.75,5,0,North,43.81,140.2,0.6149,Premium,0.1761
2564,63.0,Male,22466.72,41.04,4,62.23,276.0,21,7.99,9.4,3.41,4,1,West,1.95,10.26,0.4906,Low,0.1777
2565,44.0,Female,33211.89,214.64,5,124.44,61.0,21,6.97,10.18,23.46,2,0,East,10.22,42.93,0.4743,Medium,0.2414
2566,46.0,Female,116365.93947407472,1492.21,7,190.76,27.0,24,3.79,21.28,17.21,4,1,West,62.18,213.17,0.547,Premium,0.297
2567,64.0,Male,34215.29,43.41,9,82.15395078974562,287.0,26,6.565061912972917,9.72,15.25,4,0,West,1.67,4.82,0.5048,Low,0.1765
2568,45.0,Male,46695.27,515.91,8,147.3,185.0,26,6.38,7.13,3.73,5,0,South,19.84,64.49,0.4715,High,0.1912
2569,32.19952507766574,Female,99504.3,1492.21,5,87.39,69.0,26,4.22,4.7,27.87,3,0,Central,57.39,298.44,0.3917,Premium,0.2346
2570,25.0,Female,37667.46,1492.21,11,25.41,124.0,12,6.27,8.72,3.75,5,0,Central,124.35,135.66,0.3592,Premium,0.2068
2571,33.0,Female,45126.83,318.59,7,67.3824149224749,150.0,27,5.5,8.82,7.29,5,1,West,11.8,45.51,0.4778,Medium,0.199
2572,59.0,Female,72929.55,88.82,6,181.06,325.0,21,2.74,24.96,22.61,3,0,East,4.23,14.8,0.5349,Low,0.1727
2573,53.0,Male,115370.44,112.88,6,72.45,158.0,21,4.805070407638545,7.49,20.88,4,1,Central,5.38,18.81,0.3915,Low,0.197
2574,47.0,Male,35497.73,1101.83,11,57.88,18.0,15,9.19,12.49,31.02,4,0,North,73.46,100.17,0.4997,Premium,0.3338
2575,35.0,Male,98326.38,615.1681753045023,9,64.77,199.0,22,5.28,8.52,20.93,4,1,Central,27.96,68.35,0.4237,High,0.1886
2576,19.0,Male,42584.08,468.09,9,87.84,7.0,30,5.69,2.37,19.16,3,1,West,15.6,52.01,0.4382,High,0.4551
2577,66.0,Male,31477.73,783.6561142481207,13,81.9,254.0,19,3.65,6.62,9.78,1,0,West,41.25,60.28,0.3354,Premium,0.1803
2578,30.0,Male,55535.53,673.4,4,45.81,319.0,26,4.42,16.66,13.88,3,0,West,25.9,168.35,0.5293,High,0.1733
2579,21.0,Male,27480.06,542.09,11,114.81,215.0,23,9.4,9.69,14.64,4,0,East,23.57,49.28,0.5465,High,0.1859
2580,36.28763816713117,Female,62069.23,878.03,15,95.64,204.0,22,9.85,7.08,17.81,2,1,Central,39.91,58.54,0.5194,Premium,0.1877
2581,42.0,Female,116365.93947407472,578.24,13,79.16,150.14243519863274,30,2.16,9.93,13.04,5,1,East,19.27,44.48,0.4357,High,0.199
2582,47.0,Female,85203.72,266.60937688720645,11,100.16,40.0,23,5.6,7.32,18.25,3,0,North,11.59,24.24,0.4273,Medium,0.2675
2583,28.0,Female,46515.93,921.2393180655819,9,160.97,178.0,23,8.86,12.847792811258797,18.4,4,0,South,40.05,102.36,0.5683,Premium,0.1926
2584,24.0,Male,82958.93,681.07,4,84.6,6.0,21,5.86,7.37,9.63,2,1,East,32.43,170.27,0.416,High,0.4809
2585,48.0,Female,30768.27,320.69,11,120.98,179.0,25,6.73,19.53,5.32,1,1,East,12.83,29.15,0.6086,Medium,0.1924
2586,61.0,Male,33461.9,401.34491521716234,10,71.29,71.0,26,5.19,7.65,10.23,4,1,North,15.44,40.13,0.4482,High,0.2331
2587,27.0,Female,47165.48,809.61,5,59.99,218.0,21,6.43,9.811356124322346,6.47,4,1,Central,38.55,161.92,0.457,Premium,0.1854
2588,56.0,Male,51220.27,596.54,9,108.66,214.17836600054363,18,8.1,8.87,12.08,5,0,South,33.14,66.28,0.4601,High,0.186
2589,35.87391124970806,Other,25676.94,1385.01,7,80.12138842694678,258.0,24,6.44,15.66,10.17,5,0,East,57.71,197.86,0.5494,Premium,0.1798
2590,48.0,Male,42056.16,90.43,8,66.77,144.0,28,3.31,11.64,7.87,4,1,East,3.23,11.3,0.4647,Low,0.2007
2591,24.0,Male,45601.94,523.75,4,82.77,123.97034367754864,18,4.36,18.96,12.11,4,1,Central,29.1,130.94,0.4807,High,0.2068
2592,66.0,Female,105977.93,140.02,5,74.64,72.0,23,6.89,15.55,7.14,5,0,West,6.09,28.0,0.5501,Low,0.2323
2593,59.0,Male,53858.73819397867,1169.54,7,148.25,69.0,30,5.38,21.87,15.54,5,1,Central,38.98,167.08,0.647,Premium,0.2346
2594,59.0,Female,24513.41,52.4,9,77.02,135.0,29,4.52,10.8146587198578,11.3,2,1,Central,1.81,5.82,0.4942,Low,0.2033
2595,36.2849815623117,Female,53522.34,533.79,9,163.37,175.0,26,5.831706250067384,7.55,18.21,3,0,Central,20.53,59.31,0.4627,High,0.1932
2596,37.0,Female,57515.03825286868,782.92,4,90.3,83.0,21,3.71,24.91,18.16,3,1,South,37.28,195.73,0.5581,Premium,0.2251
2597,21.0,Other,116365.93947407472,219.19,7,73.77,281.0,24,4.21,21.23,9.45,4,1,South,9.13,31.31,0.5567,Medium,0.1771
2598,55.02250121461499,Other,57030.33,1492.21,6,84.6,138.5474330488889,22,6.32,18.11,10.39,5,1,South,67.83,248.7,0.5555,Premium,0.2022
2599,24.0,Male,42433.61,951.0,12,55.97,280.0,30,4.57,4.26,19.18,5,1,West,31.7,79.25,0.4317,Premium,0.1772
2600,71.0,Female,68737.66,174.51,9,24.89,270.0,22,5.82,6.080528496410359,36.56,5,1,South,7.93,19.39,0.4098,Medium,0.1784
2601,40.80773221095953,Female,74120.29,3.78,10,116.87,266.0,29,5.78,18.91,20.33,5,0,East,0.13,0.38,0.6148,Low,0.1789
2602,61.0,Female,43102.86,175.96,10,30.37,146.76465067244575,20,6.88,25.47,7.17,3,1,West,8.8,17.6,0.6327,Medium,0.1999
2603,62.0,Male,30506.28,165.16,9,28.75,223.0,25,4.02,10.57,3.63,3,0,East,6.61,18.35,0.4429,Medium,0.1846
2604,59.0,Female,30605.62,1103.48,8,206.75375,5.0,28,8.41,27.029976776044148,9.45,3,1,East,39.41,137.94,0.7602,Premium,0.5139
2605,64.0,Other,76066.8,1492.21,10,142.83,1.0,20,2.33,21.04,2.2,4,1,South,74.61,149.22,0.4723,Premium,0.9102
2606,30.0,Female,22648.83,481.5501860757922,7,64.05,22.0,15,4.91,16.38,9.23,4,1,North,32.1,68.79,0.4382,High,0.3147
2607,39.0,Male,113383.32,318.66,10,67.64,92.0,29,4.74,11.26,12.09,5,1,West,10.99,31.87,0.5045,Medium,0.2201
2608,71.0,Male,39024.2,344.76063657302706,11,102.21,6.0,28,4.08,14.567157264121409,5.73,3,1,South,12.31,31.34,0.516,Medium,0.4809
2609,38.0,Male,57226.13,48.76,9,70.32,29.0,18,1.53,11.91,8.63,4,1,East,2.71,5.42,0.3332,Low,0.2912
2610,39.0,Female,69623.33,400.746126813534,13,75.05778961274754,79.0,35,7.68,14.98,3.93,5,1,East,11.45,30.83,0.6722,High,0.2276
2611,42.15614801500389,Female,34827.31,190.69,5,49.04,0.0,22,6.99,2.03,28.6,2,1,East,8.67,38.14,0.3934,Medium,1.4427
2612,26.0,Male,38950.66,384.0,6,86.97,204.0,25,6.4,7.28,19.72,3,1,East,15.36,64.0,0.4646,High,0.1877
2613,43.0,Male,52364.54,541.16,8,44.31,256.0,23,4.19,6.803915720350691,28.99,2,1,West,23.53,67.64,0.3871,High,0.1801
2614,26.0,Male,31988.75,607.83,7,174.02,356.0,23,4.59,7.64,23.36,5,1,North,26.43,86.83,0.4061,High,0.1701
2615,32.0,Male,28743.85,73.53,10,101.9,61.0,24,4.89,7.77,9.03,2,1,Central,3.06,7.35,0.424,Low,0.2414
2616,27.0,Female,30064.76,838.18,3,179.55,79.0,24,5.07,19.06,16.02,5,1,South,34.92,279.39,0.5537,Premium,0.2276
2617,41.0,Female,89731.14,567.44,6,143.01,219.74714960413849,30,6.93,7.53,13.56,5,1,West,18.91,94.57,0.5257,High,0.1851
2618,59.0,Male,43607.786720903576,1099.45,6,108.64,43.0,37,4.61,13.935369379820731,28.24,2,1,Central,29.71,183.24,0.6037,Premium,0.2627
2619,25.0,Female,32972.08,298.32,10,34.91,8.0,34,3.96,9.07,15.96,5,1,West,8.77,29.83,0.5066,Medium,0.4343
2620,35.91793898033648,Male,75839.89,1121.64,10,53.61,88.0,22,5.76,7.1457380728009525,18.09,2,0,West,50.98,112.16,0.4201,Premium,0.2222
2621,33.0,Other,33898.38,1004.12,9,121.07,37.0,35,5.58,10.41,19.39,4,1,Central,28.69,111.57,0.5702,Premium,0.273
2622,66.0,Male,18486.46,288.49,4,100.03,21.0,29,6.41,11.38,5.86,4,1,West,9.95,72.12,0.5467,Medium,0.3189
2623,43.0,Male,69452.93,239.94,9,97.71,168.0,25,8.0,11.35,15.31,5,0,East,9.6,26.66,0.5488,Medium,0.1947
2624,44.0,Male,111649.02,1350.13,5,89.84,257.0,21,4.77,18.06,16.33,4,1,West,64.29,270.03,0.508,Premium,0.18
2625,54.0,Female,64797.34,627.92,9,39.33,108.42777838528177,22,5.635910879759679,1.72,17.55,5,1,West,28.54,69.77,0.3569,High,0.2126
2626,21.0,Female,19078.77,1317.25,3,105.51,9.0,28,5.76,4.49,11.98,4,1,Central,47.04,439.08,0.4452,Premium,0.417
2627,67.0,Female,58919.79328399613,797.21,15,85.81,98.0,27,7.34,6.42,26.76,5,1,South,29.53,53.15,0.4962,Premium,0.2171
2628,41.0,Male,42732.33,469.9,2,76.28,87.0,16,7.72,11.06,14.02,4,1,West,29.37,234.95,0.457,High,0.2228
2629,36.0,Male,59225.42,61.57,5,138.69,177.0,20,4.14,24.79,12.72,5,0,South,3.08,12.31,0.5582,Low,0.1928
2630,53.0,Male,32092.11,172.29,9,85.0,235.0,24,9.06,7.34,37.6,4,0,North,7.18,19.14,0.5212,Medium,0.1829
2631,56.0,Female,41492.23,1492.21,7,89.09,173.0,16,5.83,11.792598907950357,5.96,3,1,North,93.26,213.17,0.4189,Premium,0.1936
